Brand,Name,PID,Image URL,Page URL,Time Rated,Rating,Price,Market Segment
Giorgio Armani,Emporio Armani - Stronger With You Absolutely,146241,https://media.parfumo.com/perfumes/21/21016b-emporio-armani-stronger-with-you-absolutely-giorgio-armani_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-stronger-with-you-absolutely,19 hours ago,7,64,Designer
Anfas,Ishq,121311,https://media.parfumo.com/perfumes/ca/ca6259-ishq-anfas_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Anfas/ishq,6 days ago,7,360,Niche
Guerlain,L'Homme Idéal Extrême,138703,https://media.parfumo.com/perfumes/61/612632-l-homme-ideal-extreme-guerlain_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Guerlain/l-homme-ideal-extreme,6 days ago,7,67,Designer
Givenchy,Gentleman Givenchy Réserve Privée,158077,https://media.parfumo.com/perfumes/31/31da71-gentleman-givenchy-reserve-privee-givenchy_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Givenchy/gentleman-givenchy-reserve-privee,6 days ago,7,49,Designer
Carolina Herrera,Bad Boy Le Parfum,146899,https://media.parfumo.com/perfumes/27/27fa6a-bad-boy-le-parfum-carolina-herrera_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Carolina_Herrera/bad-boy-le-parfum,5 days ago,7,59,Designer
Versace,Eros Najim,287128,https://media.parfumo.com/perfumes/cb/cb27ec-eros-najim-versace_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Versace/eros-najim,5 days ago,7,58,Designer
Parfums de Marly,Herod,21903,https://media.parfumo.com/perfumes/68/68fe96-herod-parfums-de-marly_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Royal_Essence_Herod,2 days ago,7,150,Niche
Acqua di Parma,Buongiorno,311463,https://media.parfumo.com/perfumes/b6/b687a9_buongiorno-acqua-di-parma_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Acqua_di_Parma/buongiorno,19 hours ago,7,122,Niche
Creed,Virgin Island Water,1843,https://media.parfumo.com/perfumes/e1/e13207-virgin-island-water-creed_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Creed/Virgin_Island_Water,2 days ago,7,222,Niche
Anfas,Salam,45855,https://media.parfumo.com/perfumes/7e/7e25d2-salam-anfas_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Anfas/Salam,6 days ago,7,265,Niche
Giorgio Armani,Acqua di Giò Profondo (2024) EAU DE PARFUM,248863,https://media.parfumo.com/perfumes/95/955e6e-acqua-di-gio-profondo-2024-eau-de-parfum-giorgio-armani_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Giorgio_Armani/acqua-di-gio-profondo-2024-eau-de-parfum,6 days ago,7,60,Designer
Rayhaan,Aquatica,358009,https://media.parfumo.com/perfumes/4a/4a43cb_aquatica-rayhaan_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/rayhaan/aquatica,2 days ago,7,45,Clone
Bujairami,Hectic,363754,https://media.parfumo.com/perfumes/b0/b03b0d_hectic-bujairami_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/bujairami/hectic,2 days ago,7,65,Clone
Bvlgari,Bvlgari Man In Black,48674,https://media.parfumo.com/perfumes/e3/e3bc9a-bvlgari-man-in-black-bvlgari_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Bvlgari/Bvlgari_Man_In_Black,5 days ago,7,68,Designer
Chanel,N°5 EAU DE PARFUM,57698,https://media.parfumo.com/perfumes/23/23c42a-n-5-eau-de-parfum-chanel_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Chanel/N5_Eau_de_Parfum,20 hours ago,7,100,Designer
Dolce & Gabbana,The One for Men PARFUM,371038,https://media.parfumo.com/perfumes/2b/2b050b_the-one-for-men-parfum-dolce-gabbana_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Dolce_Gabbana/the-one-for-men-parfum,20 hours ago,7,47,Designer
Dior,Dior Homme Intense (2011),13889,https://media.parfumo.com/perfumes/69/69da96-dior-homme-intense-2011-dior_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Dior/Dior_Homme_Intense_2011,6 days ago,7,67,Designer
French Avenue,Liquid Brun,305407,https://media.parfumo.com/perfumes/1a/1ab109_liquid-brun-french-avenue_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/french-avenue/liquid-brun,6 days ago,6.5,28,Clone
Jean Paul Gaultier,Le Beau Le Parfum,160888,https://media.parfumo.com/perfumes/4a/4a9b75-le-beau-le-parfum-jean-paul-gaultier_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/le-beau-le-parfum,3 days ago,6.5,55,Designer
Maison Alhambra,Delilah,325927,https://media.parfumo.com/perfumes/97/976208_delilah-maison-alhambra_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/maison-alhambra/delilah,5 days ago,6.5,17,Clone
Tom Ford,Black Orchid EAU DE PARFUM,2366,https://media.parfumo.com/perfumes/bb/bbbf67-black-orchid-eau-de-parfum-tom-ford_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Tom_Ford/Black_Orchid_Eau_de_Parfum,6 days ago,6.5,92,Signature
Yves Saint Laurent,La Nuit de L'Homme EAU DE TOILETTE,1844,https://media.parfumo.com/perfumes/12/1287ba-la-nuit-de-l-homme-eau-de-toilette-yves-saint-laurent_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/La_Nuit_de_L_Homme_Eau_de_Toilette,21 hours ago,6.5,53,Designer
Nusuk,Ateeq,354475,https://media.parfumo.com/perfumes/ca/cae1c3_ateeq-nusuk_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/nusuk/ateeq,6 days ago,6.5,34,Clone
Hermès,Terre d'Hermès EAU DE TOILETTE,2,https://media.parfumo.com/perfumes/a0/a0877a-terre-d-hermes-eau-de-toilette-hermes_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Hermes/Terre_d_Hermes_Eau_de_Toilette,6 days ago,6.5,45,Designer
Yves Saint Laurent,Libre EAU DE PARFUM,130526,https://media.parfumo.com/perfumes/17/175624-libre-eau-de-parfum-yves-saint-laurent_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/libre-eau-de-parfum,6 days ago,6.5,77,Designer
Ajwaa Perfumes,White Musk,234263,https://media.parfumo.com/perfumes/0c/0c27ad-white-musk-ajwaa-perfumes_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/ajwaa-perfumes/white-musk,6 days ago,6.5,50,Clone
Jean Paul Gaultier,Scandal pour Homme Absolu,249577,https://media.parfumo.com/perfumes/07/075dbd-scandal-pour-homme-absolu-jean-paul-gaultier_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/scandal-pour-homme-absolu,5 days ago,6.5,65,Designer
Jo Malone,Wood Sage & Sea Salt COLOGNE,46238,https://media.parfumo.com/perfumes/ee/ee5667-wood-sage-sea-salt-cologne-jo-malone_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Jo_Malone/Wood_Sage__Sea_Salt_Cologne,3 days ago,6.5,84,Niche
Dior,Sauvage EAU DE PARFUM,102281,https://media.parfumo.com/perfumes/a0/a0ef46-sauvage-eau-de-parfum-dior_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Dior/Sauvage_Eau_de_Parfum,5 days ago,6.5,60,Designer
Yves Saint Laurent,Black Opium EAU DE PARFUM,45685,https://media.parfumo.com/perfumes/2a/2a5099-black-opium-eau-de-parfum-yves-saint-laurent_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Black_Opium,5 days ago,6.5,82,Designer
Van Cleef & Arpels,Thé Amara,220490,https://media.parfumo.com/perfumes/bb/bbeead-the-amara-van-cleef-arpels_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Van_Cleef_Arpels/the-amara,21 hours ago,6.5,147,Niche
Issey Miyake,Le Sel d'Issey EAU DE TOILETTE,263860,https://media.parfumo.com/perfumes/5d/5dabd8-le-sel-d-issey-issey-miyake_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Issey_Miyake/le-sel-d-issey-eau-de-toilette,5 days ago,6.5,42,Designer
Hugo Boss,Boss Bottled Elixir,219465,https://media.parfumo.com/perfumes/67/678233-boss-bottled-elixir-hugo-boss_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Hugo_Boss/boss-bottled-elixir,6 days ago,6.5,61,Designer
Giorgio Armani,Emporio Armani - Stronger With You Parfum,298165,https://media.parfumo.com/perfumes/a1/a16153-emporio-armani-stronger-with-you-parfum-giorgio-armani_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-stronger-with-you-parfum,20 hours ago,6.5,73,Designer
Giorgio Armani,Emporio Armani - Stronger With You Amber,202137,https://media.parfumo.com/perfumes/64/64c87b-emporio-armani-stronger-with-you-amber-giorgio-armani_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-stronger-with-you-amber,19 hours ago,6,73,Designer
Versace,Eros Flame,117130,https://media.parfumo.com/perfumes/fb/fb76fd-eros-flame-versace_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Versace/Eros_Flame,5 days ago,6,41,Designer
Creed,Absolu Aventus,225233,https://media.parfumo.com/perfumes/05/0505ea_absolu-aventus-creed_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Creed/absolu-aventus,2 days ago,6,310,Niche
Swiss Arabian,Shaghaf Oud Ahmar EAU DE PARFUM,209955,https://media.parfumo.com/perfumes/a9/a97735-shaghaf-oud-ahmar-eau-de-parfum-swiss-arabian_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/Swiss_Arabian/shaghaf-oud-ahmar-eau-de-parfum,6 days ago,6,39,Clone
Kinetic Perfumes,Sillage,167850,https://media.parfumo.com/perfumes/96/967e3d_sillage-kinetic-perfumes_1200.jpg?width=120&aspect_ratio=1:1,https://www.parfumo.com/Perfumes/kinetic-perfumes/sillage,6 days ago,6,189,Niche
